,0
3567,"[array([-402.68024   ,   95.46855   ,   19.923698  ,   32.177338  ,
        -17.113617  ,   15.26985   ,  -10.732759  ,  -13.37037   ,
         -8.167726  ,   -7.06264   ,  -13.213658  ,    3.037116  ,
        -14.491651  ,   13.188256  ,  -12.994208  ,   -2.8852746 ,
         -1.9668534 ,   -4.2842207 ,   -8.292921  ,   -8.314338  ,
         -4.025061  ,   -6.2746058 ,   -3.016783  ,    7.2953563 ,
         -0.9592911 ,    4.7368827 ,   -4.4726853 ,   -4.14186   ,
         -3.5794294 ,    3.2852972 ,    5.261093  ,    9.250894  ,
          6.696557  ,   -0.93957627,    2.5472665 ,    3.5551765 ,
          7.2117887 ,    8.7870455 ,   11.293622  ,    7.4577956 ],
      dtype=float32), 4, 'sad']"
3568,"[array([-375.82593  ,   51.376965 ,   -1.1718601,   33.686028 ,
        -16.706087 ,    5.0071616,   -5.70199  ,  -14.59108  ,
        -14.365901 ,   -2.8506014,  -24.306189 ,    8.479954 ,
        -17.398045 ,   10.65093  ,   -5.3749223,   -2.8145404,
         -1.7648114,    1.2668927,   -8.954218 ,   -0.6147012,
         -4.7305717,    1.8886913,   -8.035832 ,   -0.738766 ,
         -3.6714137,   -5.363275 ,   -1.6991819,    1.8781747,
          0.6413782,    3.125364 ,    5.149092 ,    8.509847 ,
         11.06701  ,   15.287895 ,   13.572883 ,   13.299727 ,
          9.825197 ,    3.4509182,    2.6319582,    1.3485624],
      dtype=float32), 5, 'angry']"
3569,"[array([-4.4127866e+02,  8.7072807e+01, -3.1395571e+00,  2.4344955e+01,
       -8.2653732e+00,  6.8786054e+00, -1.3472873e+01, -1.3695124e+01,
       -1.2260774e+01, -2.4572070e+00, -1.4746828e+01,  6.9187670e+00,
       -8.8802938e+00,  1.0292875e+00, -5.3187227e+00, -3.8229265e+00,
       -6.5427727e-01, -1.0816251e+00, -5.2138987e+00,  2.3628376e+00,
       -6.5232806e+00,  9.8656857e-01, -7.0764461e+00, -5.0358355e-01,
       -3.2761497e+00, -1.7869543e+00, -1.1892837e+00,  3.6849776e-01,
        1.9279336e+00,  2.3987796e+00,  3.6908133e+00,  5.2119932e+00,
        5.3326464e+00,  4.8604628e-01,  7.2472467e+00,  5.1020579e+00,
        7.9545107e+00,  8.3750772e+00,  4.5911446e+00,  6.6319838e+00],
      dtype=float32), 7, 'disgust']"
3570,"[array([-3.0796506e+02,  5.1360924e+01, -1.5954608e+01,  2.9287146e+01,
       -1.0531984e+01,  4.6718564e+00, -1.1066044e+01, -2.7582726e+00,
       -2.0175293e+01,  1.1238892e+01, -2.2093063e+01,  8.8186684e+00,
       -8.4764709e+00,  5.6123567e-01, -1.2946197e+00, -1.6767184e+00,
       -8.3645802e+00,  1.3778832e+01, -2.3552425e+00,  1.3188939e+01,
        1.0695251e+01,  7.0081735e+00, -3.9523137e+00,  6.6784768e+00,
        9.2447233e-01,  1.0426203e+01, -1.1808424e+00,  1.0603212e+00,
       -4.1698251e+00, -1.6916978e+00, -3.9803855e+00, -1.7498630e-01,
       -6.5365677e+00, -1.6045040e+00, -1.6248102e+00, -3.7003413e-01,
        1.9615321e+00,  3.2083664e+00,  7.7435360e+00,  2.6458280e-02],
      dtype=float32), 6, 'fearful']"
3571,"[array([-2.9957281e+02,  3.4574699e+01, -2.2924355e+01,  3.8606037e+01,
       -1.3459256e+01, -1.4476995e+00, -1.6096197e+01, -2.0757393e+01,
       -5.9213319e+00, -9.4841290e+00, -2.0232012e+01,  1.6049946e+01,
       -2.4412447e+01,  9.0691319e+00, -7.7800021e+00, -1.0079907e+01,
       -3.8361761e-01, -5.7146567e-01, -3.6799777e+00,  3.1061285e+00,
       -1.7395637e+00,  2.9173036e+00,  9.6743256e-02,  1.0507094e+01,
        4.2448773e+00,  7.0368952e-01, -2.8767176e+00, -2.0680699e+00,
        1.0026204e+01,  1.5868518e+01,  1.3244712e+01,  8.1422224e+00,
        3.8006201e+00,  4.0938935e+00,  6.0367460e+00,  1.9407753e+00,
        1.3648306e-01, -1.0784060e+00,  5.2431983e-01,  1.6152340e-01],
      dtype=float32), 3, 'happy']"
3572,"[array([-4.3099850e+02,  8.2853844e+01,  2.2070291e+00,  3.6974487e+01,
       -4.6365581e+00,  4.4881835e+00, -1.5766860e+01, -1.0429911e+01,
       -7.2134638e+00,  8.7295647e+00, -2.4101229e+01,  1.5697236e+01,
       -7.5618196e+00,  6.5675926e+00, -1.0357498e+00, -6.9097123e+00,
       -4.2210065e-02, -1.4766808e+00, -1.2607462e+01,  1.4346831e+00,
       -6.4071627e+00, -6.2048678e+00, -7.3217440e+00, -1.8985845e+00,
       -6.9636641e+00, -3.4536011e+00, -2.8721917e+00, -1.2625407e+00,
       -4.2903628e+00, -2.9154911e+00, -8.6897888e+00, -3.4114742e+00,
        1.2739103e+00,  1.4241957e+01,  2.6802662e+01,  3.5619019e+01,
        3.1055981e+01,  1.7983181e+01,  5.1106257e+00, -2.5020821e+00],
      dtype=float32), 2, 'calm']"
3573,"[array([-375.67032   ,   62.657967  ,  -19.170216  ,   18.761585  ,
        -17.68705   ,    3.1911366 ,  -16.605013  ,  -10.549449  ,
        -16.803528  ,    1.6508412 ,  -16.513773  ,    9.640685  ,
        -14.795421  ,    7.2893653 ,    0.45875823,    4.7385025 ,
          6.678476  ,    6.1270537 ,   -5.280535  ,    2.918525  ,
         -3.5666835 ,    2.8082776 ,   -6.3481994 ,    3.3245761 ,
         -3.7342    ,   -0.5960036 ,    3.1744313 ,    3.0103858 ,
          4.310909  ,    5.7079005 ,    5.3712025 ,    8.887209  ,
          6.448225  ,   10.266125  ,    9.949667  ,    7.695563  ,
          8.293121  ,    3.926452  ,    3.521708  ,    3.9600008 ],
      dtype=float32), 8, 'surprise']"
3574,"[array([-420.14984   ,   86.25484   ,   20.472544  ,   44.09483   ,
         -0.46277928,   15.210175  ,   -9.636896  ,  -12.281408  ,
          0.8576042 ,   -5.320725  ,   -9.783814  ,    4.0193563 ,
        -12.042673  ,   14.808301  ,  -12.228141  ,    0.48042938,
         -2.666604  ,   -1.13922   ,   -9.287082  ,   -2.5737514 ,
         -7.1901717 ,   -7.194461  ,   -7.0879545 ,    1.8574951 ,
         -1.1552492 ,    3.5665662 ,    0.840635  ,   -2.6161568 ,
          0.65261984,   -2.0818605 ,    0.8395587 ,    9.476693  ,
          7.1078644 ,    8.707487  ,    6.21794   ,    1.4208624 ,
          4.1828947 ,    4.3501396 ,    8.596829  ,    8.842236  ],
      dtype=float32), 4, 'sad']"
3575,"[array([-3.36939331e+02,  6.23765640e+01, -1.39982548e+01,  2.86838570e+01,
       -1.32926025e+01, -2.37614012e+00, -8.58756423e-01, -2.14123421e+01,
       -1.01469240e+01,  5.52620459e+00, -1.98543358e+01,  1.28876591e+01,
       -1.87378044e+01,  1.06998491e+01, -4.80426341e-01, -7.33266354e+00,
       -3.51722288e+00,  1.33449292e+00, -1.26995573e+01, -2.62792134e+00,
       -6.79437828e+00, -2.61084008e+00, -7.58485651e+00,  3.30600053e-01,
        7.81606913e-01,  3.70096993e+00,  5.91850805e+00,  9.72256184e+00,
        8.41774368e+00,  1.31940374e+01,  9.64359188e+00,  1.24169855e+01,
        9.98098373e+00,  5.15573740e+00,  2.92481244e-01, -1.51590812e+00,
        1.25999376e-01,  2.06365466e+00,  1.62503684e+00, -4.56343025e-01],
      dtype=float32), 5, 'angry']"
3576,"[array([-4.1619928e+02,  8.7841705e+01, -4.1211119e+00,  1.9143873e+01,
       -5.2886939e+00,  5.4697051e+00, -1.8216507e+01, -1.8713182e+01,
       -1.7313225e+01, -5.5980062e-01, -1.6384802e+01,  2.9420171e+00,
       -1.0045526e+01,  1.2442075e+00, -2.6792088e+00, -7.7402396e+00,
        3.4897560e-01,  2.7374439e+00, -5.6725888e+00,  3.8261812e+00,
       -8.7337952e+00, -9.8699433e-01, -8.6165237e+00, -3.5137415e+00,
       -1.2559490e+00, -1.2168199e+00, -1.0656500e+00,  5.1669245e+00,
        1.8862456e+00,  7.1076360e+00,  3.2188604e+00,  5.4099665e+00,
        5.8663836e+00,  3.8601863e+00,  8.4651155e+00,  5.8081188e+00,
        6.3879290e+00,  5.7442813e+00,  1.3479161e+00,  4.3892970e+00],
      dtype=float32), 7, 'disgust']"
3577,"[array([-3.3153867e+02,  7.0951591e+01, -1.7380774e+01,  2.4043367e+01,
       -8.8977108e+00,  6.4126736e-01, -9.4453840e+00, -1.2367747e+01,
       -1.4985444e+01,  5.8842182e+00, -2.2406443e+01,  1.8688415e+00,
       -6.5349188e+00, -5.9505403e-01, -7.5353104e-01, -4.3396540e+00,
       -4.7790370e+00,  1.5835115e+01,  3.3894541e+00,  1.4141666e+01,
        1.0418543e+01,  1.8448203e+00, -4.9316406e+00,  2.5383480e+00,
       -2.7017954e-01,  6.6927795e+00, -4.8115107e-01, -2.0140820e+00,
       -9.0662599e-01,  1.3203340e+00,  9.0082042e-02,  1.4075825e+00,
       -4.7495556e+00, -5.3908408e-01,  1.7773542e+00,  3.1778533e+00,
        3.2920456e+00,  4.2542105e+00,  4.8441620e+00,  5.3104200e+00],
      dtype=float32), 6, 'fearful']"
3578,"[array([-3.3878296e+02,  4.9894001e+01, -2.0404366e+01,  3.1251753e+01,
       -4.6870700e-01, -2.2820334e+00, -1.7077587e+01, -1.7578527e+01,
       -7.5359282e+00, -3.4612913e+00, -1.8043510e+01,  1.3652112e+01,
       -1.8213930e+01,  8.8679218e+00, -4.4964266e+00, -9.3781090e+00,
        2.7973335e+00,  1.6116910e-02, -6.2680717e+00,  1.8979880e-01,
       -1.0798551e+01, -2.3293247e+00, -4.5655785e+00,  9.1539421e+00,
        1.0283179e+01,  8.6770039e+00,  8.4275818e+00,  4.2379570e+00,
        8.4065952e+00,  9.3426456e+00,  4.7704067e+00,  5.3233485e+00,
        3.2116017e+00,  4.6642351e+00,  3.4442527e+00,  8.5739213e-01,
        2.4960341e+00, -3.4599063e+00, -5.7591095e+00, -4.3525934e-01],
      dtype=float32), 3, 'happy']"
3579,"[array([-442.6604    ,   87.540695  ,    5.768183  ,   39.002823  ,
          7.7977057 ,    8.413443  ,   -9.573632  ,  -16.964157  ,
         -7.859984  ,    3.7379386 ,  -20.340733  ,   12.399379  ,
        -11.90196   ,   10.603514  ,   -2.4106517 ,   -4.2277327 ,
         -1.0472466 ,   -0.48921943,  -10.52004   ,   -3.0105598 ,
         -3.5857134 ,   -5.62224   ,   -6.976558  ,   -2.270698  ,
         -6.98149   ,   -2.4131298 ,   -2.366613  ,   -2.9640248 ,
         -4.170386  ,   -3.9395869 ,   -7.996409  ,   -3.762299  ,
         -7.1093    ,   -1.4588327 ,    8.067446  ,   20.416904  ,
         29.993092  ,   31.138645  ,   23.56635   ,   11.121216  ],
      dtype=float32), 2, 'calm']"
3580,"[array([-3.7313245e+02,  7.3832039e+01, -9.9648476e+00,  2.0046740e+00,
       -1.2627176e+01,  4.0411363e+00, -2.2652983e+01, -1.7969288e+01,
       -1.6894974e+01,  2.2387099e+00, -1.2422413e+01,  4.6789436e+00,
       -8.3841076e+00,  7.7147341e+00, -1.1163543e+01,  8.4230995e+00,
       -3.9551121e-01,  1.9730469e+00, -1.3889138e+00,  3.4960728e+00,
       -3.2449658e+00,  4.5030050e+00, -4.6230488e+00,  1.2172522e-01,
       -3.9324875e+00,  1.3505325e+00, -4.1609520e-01,  1.8891122e+00,
        5.8219924e+00,  4.8197408e+00,  8.0689793e+00,  1.4403989e+01,
        1.0821266e+01,  1.1151393e+01,  7.2768168e+00,  3.8805480e+00,
        2.6018167e+00, -8.8416435e-02,  2.5618057e+00,  1.3779353e+00],
      dtype=float32), 8, 'surprise']"
3581,"[array([-3.9451263e+02,  9.2768562e+01,  2.5727749e+01,  4.0328632e+01,
       -7.5701022e+00,  1.5160224e+01, -8.5295992e+00, -1.6899107e+01,
       -8.1751471e+00, -2.1988785e+00, -1.4232927e+01,  6.2457162e-01,
       -1.7662783e+01,  1.0400066e+01, -1.0106870e+01, -2.5739748e+00,
       -2.4809792e+00, -1.2455831e+00, -9.5157471e+00, -6.1089864e+00,
       -5.7464294e+00, -7.2663217e+00, -1.3335233e+00,  5.3923931e+00,
        1.5580446e-01,  5.5455256e+00, -3.0570607e+00, -2.9793751e+00,
        3.8403672e-01,  3.8563030e+00,  5.0270286e+00,  1.1064305e+01,
        2.9637525e+00,  2.2152765e+00,  4.1676931e+00,  7.2976880e+00,
        1.2180090e+01,  6.8967042e+00,  6.2940655e+00,  2.6202931e+00],
      dtype=float32), 4, 'sad']"
3582,"[array([-3.5651382e+02,  5.0187542e+01, -1.4878697e+01,  2.2903221e+01,
       -3.0644344e+01,  5.7271914e+00,  6.5123129e-01, -1.2818012e+01,
       -1.0236229e+01,  6.5094781e+00, -2.1152628e+01,  1.1994331e+01,
       -1.3237879e+01,  1.0679114e+01, -2.0135887e+00, -3.0055511e+00,
       -2.7675953e+00,  1.5243558e+00, -7.7399578e+00,  2.3624090e-02,
       -4.3730092e+00,  5.3083551e-01, -2.1397233e+00, -1.3345674e+00,
       -2.2823019e+00, -2.0558591e+00,  3.2330205e+00,  7.4541903e+00,
        1.1197980e+01,  1.3039273e+01,  8.8268681e+00,  1.1974773e+01,
        9.5777407e+00,  9.0413961e+00,  7.6502390e+00,  5.6292276e+00,
        3.5433714e+00,  3.4890050e-01,  7.6994288e-01,  2.5798601e-01],
      dtype=float32), 5, 'angry']"
3583,"[array([-4.1369986e+02,  9.5484535e+01, -3.0375636e+00,  1.2012089e+01,
       -2.1188030e+01,  1.4023260e+01, -8.5171709e+00, -6.5262203e+00,
       -1.3927612e+01,  1.8309933e+00, -1.2676004e+01,  5.5969796e+00,
       -1.0438170e+01,  5.5959182e+00, -9.6575899e+00, -8.1112939e-01,
       -5.1498300e-01, -2.9133489e+00, -1.4754971e+00, -2.4581933e+00,
       -1.1728042e+00, -2.3156524e+00, -2.2822773e+00,  1.9110019e+00,
       -4.8635850e+00,  5.0001514e-01, -2.8351126e+00,  2.2406244e+00,
        1.6200277e+00,  3.8076537e+00, -1.9791731e-01,  4.3865209e+00,
        1.8093116e+00, -9.7427040e-01,  3.9590323e+00,  2.1608965e+00,
        6.6052809e+00,  4.4475203e+00,  4.3013453e+00,  2.8083601e+00],
      dtype=float32), 7, 'disgust']"
3584,"[array([-2.8954773e+02,  6.7744141e+01, -4.0290937e+00,  2.0029135e+01,
       -1.4390611e+01,  5.2649546e+00,  3.7177193e+00, -1.1218182e+01,
       -1.0602789e+01,  5.4860234e+00, -2.3378325e+01,  1.2611306e+01,
       -1.6885862e+01,  5.2203693e+00, -8.3520021e+00, -6.2279792e+00,
       -7.1094604e+00, -4.4978690e-01, -4.4186568e+00,  1.7738329e+01,
        1.4467828e+01,  1.5381259e+01,  1.6207689e+00,  1.2364440e+00,
       -7.1467938e+00,  4.1865835e+00,  2.8555095e+00,  3.1868277e+00,
       -1.0001523e+00,  6.3836920e-01, -3.3023486e+00,  3.3493457e+00,
       -8.8247356e+00, -3.2313623e+00, -3.9678454e+00,  2.5443730e-01,
       -2.3407143e-02, -1.2791830e+00,  4.1267929e+00,  6.9981270e+00],
      dtype=float32), 6, 'fearful']"
3585,"[array([-3.2923569e+02,  4.3961327e+01, -2.3038237e+01,  2.0582888e+01,
       -1.9054312e+01,  5.2681017e+00, -9.1006908e+00, -1.4725112e+01,
       -4.6303830e+00, -1.2864199e+00, -1.2500830e+01,  1.2529579e+01,
       -1.7161861e+01,  6.9937272e+00, -7.2446122e+00, -4.1073470e+00,
        3.1591529e-01, -4.1833296e+00, -2.2643070e+00,  2.0303938e+00,
       -5.9913568e+00, -3.4277732e+00, -1.9913360e-01,  6.1757722e+00,
        9.5456448e+00,  7.0998268e+00,  6.3590854e-01, -1.6768411e+00,
        7.3287516e+00,  9.8551121e+00,  9.1144075e+00,  3.6122711e+00,
       -1.0943078e+00,  8.4763169e-01,  3.7329557e+00,  3.2378995e+00,
        3.4202513e-01, -1.5079756e+00, -2.1169512e+00, -1.9357760e-01],
      dtype=float32), 3, 'happy']"
3586,"[array([-4.0056516e+02,  8.7228653e+01, -1.6807928e+01,  2.6178490e+01,
       -1.7585327e+01,  9.1484994e-01, -5.0536270e+00, -6.5423188e+00,
       -1.5189340e+01,  1.0700112e+01, -2.2416769e+01,  1.5425619e+01,
       -1.2655781e+01,  1.0193560e+00, -4.4197059e+00, -5.8665810e+00,
       -3.0317110e-01, -6.9833994e-01, -1.2753928e+01,  2.5440331e+00,
       -5.7345510e+00, -9.0983639e+00, -7.2370296e+00, -4.6046891e+00,
       -7.1924605e+00, -1.2942599e+00, -1.9184464e+00, -2.7780018e+00,
       -8.5087996e+00, -3.0974677e+00, -4.5460467e+00,  1.4582256e+01,
        2.8138762e+01,  3.5659496e+01,  3.9052277e+01,  2.0878277e+01,
        6.7328167e+00, -7.7646089e+00, -2.8454883e+00,  6.6858702e+00],
      dtype=float32), 2, 'calm']"
3587,"[array([-3.6582797e+02,  6.5890045e+01, -2.3818768e+01, -2.3634429e+00,
       -3.0881369e+01,  9.9433479e+00, -5.3869076e+00, -7.8049045e+00,
       -1.2178099e+01,  1.1492128e+01, -1.2075858e+01,  9.2850761e+00,
       -8.8372669e+00,  1.0983977e+01, -2.6899979e+00,  1.0769716e+01,
        1.7263768e+00,  8.7993746e+00, -1.8903819e+00,  1.0810238e+00,
       -3.5202610e+00,  1.7611821e+00, -2.8984838e+00,  9.3110573e-01,
       -6.7956710e-01,  5.7388091e-01,  6.6969472e-01,  5.0121469e+00,
        6.4480739e+00,  4.2152123e+00,  6.9377413e+00,  9.0360098e+00,
        7.3465667e+00,  6.9806290e+00,  5.4320769e+00,  2.9388945e+00,
        2.7439737e+00, -1.8112874e-01,  2.9985187e+00,  4.1718869e+00],
      dtype=float32), 8, 'surprise']"
3588,"[array([-400.7665    ,   86.43778   ,   19.370296  ,   32.23383   ,
         -9.755243  ,   15.5201    ,   -3.8745942 ,   -4.6839404 ,
         -6.7745843 ,    0.8683557 ,   -8.955664  ,    7.827776  ,
         -8.647526  ,   10.806742  ,  -10.595167  ,    2.0339859 ,
         -0.73127455,   -4.0464764 ,   -4.5120726 ,   -3.8922577 ,
         -6.135328  ,   -6.0023    ,   -6.8624973 ,   -0.9226899 ,
         -2.9311733 ,    3.4797497 ,    5.176426  ,    1.0023053 ,
          3.2427094 ,   -1.2024071 ,   -2.8968768 ,    6.621186  ,
          5.268082  ,   11.113681  ,    8.468498  ,    3.4869418 ,
          3.302971  ,    1.704551  ,    5.7947874 ,    6.7072597 ],
      dtype=float32), 4, 'sad']"
3589,"[array([-342.10638   ,   20.319847  ,  -16.403652  ,   20.878454  ,
        -25.477545  ,    5.9026875 ,   -6.491566  ,  -10.734477  ,
        -12.137312  ,    4.5820827 ,  -20.370134  ,   16.894619  ,
        -11.18543   ,   11.380334  ,   -3.4799237 ,    2.8501654 ,
         -5.122558  ,    3.8026376 ,  -10.131989  ,   -1.397873  ,
         -4.57407   ,   -4.5190587 ,   -1.229693  ,    1.8394629 ,
          0.85789174,    4.0600877 ,    1.7041957 ,    5.932697  ,
          9.081277  ,   14.409617  ,   13.643357  ,   13.272437  ,
          9.239294  ,    3.0391443 ,    0.37371472,    1.6239122 ,
          2.923083  ,    5.131482  ,    1.9333721 ,    1.1532282 ],
      dtype=float32), 5, 'angry']"
3590,"[array([-4.0663098e+02,  7.5644623e+01, -6.2012801e+00,  1.2972872e+01,
       -1.8566500e+01,  1.3028331e+01, -1.4021085e+01, -1.0324435e+01,
       -1.2746788e+01,  2.7067144e+00, -1.0513871e+01,  5.0064497e+00,
       -1.1112366e+01,  4.5773568e+00, -7.2849660e+00,  2.7011821e-01,
       -5.1026249e+00, -2.2551051e-01, -9.3818769e+00, -1.8182929e-01,
       -6.6735101e+00, -9.2782861e-01, -3.4207931e+00,  3.4339004e+00,
       -1.0650897e+00,  2.9289767e-01,  6.1879940e-02,  2.5053225e+00,
        3.3391836e+00,  7.3799539e+00,  1.3752007e-01,  4.6688728e+00,
       -9.8134577e-01,  8.6272262e-02,  2.4221413e+00, -3.5953531e-01,
        4.6334152e+00,  1.9909637e+00,  3.5685291e+00,  2.6958377e+00],
      dtype=float32), 7, 'disgust']"
3591,"[array([-2.7289694e+02,  4.8175686e+01, -3.6987607e+00,  2.0860905e+01,
       -4.9844108e+00,  1.0942852e+01, -6.7923717e+00,  2.0138850e+00,
       -1.7174454e+01,  1.4779053e+01, -2.1434093e+01,  1.0244095e+01,
       -5.1684761e+00,  3.4226692e+00, -5.0292926e+00, -3.0292625e+00,
       -8.2414894e+00,  1.0580727e+01, -3.2844639e+00,  1.4941323e+01,
        7.2765903e+00,  3.6357031e+00, -5.4377999e+00,  1.3853654e-01,
       -1.4784224e+00,  1.3048955e+01,  4.2611394e+00,  3.1549275e+00,
       -6.3490272e+00, -3.8366618e+00, -4.1724330e-01,  4.3596544e+00,
       -7.7673359e+00, -4.8377323e+00, -2.6855342e+00,  1.9489917e+00,
       -4.4375956e-01,  2.1067880e-01,  4.2468686e+00,  7.0547194e+00],
      dtype=float32), 6, 'fearful']"
3592,"[array([-316.68335   ,   27.768642  ,  -15.364783  ,   20.076502  ,
         -9.872564  ,    2.644183  ,  -12.709489  ,   -9.15702   ,
         -7.9451737 ,    3.0339181 ,  -14.713442  ,   12.753331  ,
        -14.225547  ,    7.8174815 ,   -5.973874  ,   -0.41421768,
          0.5177027 ,    3.197079  ,   -9.326343  ,   -1.1463766 ,
        -10.630115  ,   -1.0534347 ,    4.9864607 ,    7.8013234 ,
          4.1373963 ,    4.844575  ,   -0.697107  ,    2.8987987 ,
          4.83653   ,    4.257174  ,    4.518605  ,    7.224152  ,
          4.5223584 ,    5.0320916 ,    2.2266357 ,    4.83972   ,
         -0.6721907 ,   -2.6976159 ,   -1.5587451 ,    3.1220968 ],
      dtype=float32), 3, 'happy']"
3593,"[array([-4.0464819e+02,  6.5129501e+01, -1.1888061e+01,  2.6625404e+01,
       -1.3623608e+01,  6.9080143e+00, -1.3029966e+01, -1.0168385e+01,
       -8.1195726e+00,  1.1807273e+01, -1.8790146e+01,  1.3074001e+01,
       -9.0660582e+00,  7.6591506e+00, -5.4975004e+00, -2.4006298e+00,
       -1.7509404e+00,  6.9434321e-01, -1.2113811e+01,  2.0353997e+00,
       -5.7481914e+00, -6.6837296e+00, -6.3074985e+00, -1.0737712e+00,
       -6.4507704e+00, -1.5196947e+00,  1.8493396e-01, -3.3832147e+00,
       -3.8492022e+00, -2.2998416e+00, -5.2473183e+00,  1.3618697e+01,
        1.9109152e+01,  3.1175320e+01,  3.2936993e+01,  2.0272570e+01,
        9.1537533e+00, -4.7857146e+00, -2.7622256e+00,  4.2807989e+00],
      dtype=float32), 2, 'calm']"
3594,"[array([-362.1538    ,   52.84314   ,  -15.75461   ,    3.2672184 ,
        -26.2609    ,    6.514841  ,  -16.139122  ,   -9.986516  ,
        -16.609465  ,   12.846223  ,  -18.059305  ,    9.758462  ,
        -10.63048   ,   11.559022  ,   -5.0332065 ,    8.844495  ,
          3.4712179 ,   10.945018  ,   -3.3992338 ,    5.8780365 ,
         -4.0390067 ,    3.999934  ,   -4.307643  ,    0.75878096,
          0.9104224 ,    2.2864945 ,    0.5325678 ,    2.8296354 ,
          3.4707856 ,    4.870226  ,    2.6097953 ,    6.581558  ,
          7.3771515 ,    7.614867  ,    6.1527967 ,    6.0231905 ,
          3.6593342 ,    3.6842256 ,    1.3020347 ,    1.8670771 ],
      dtype=float32), 8, 'surprise']"
3595,"[array([-417.7226    ,   60.051956  ,   23.235193  ,   31.77596   ,
         -8.016719  ,   21.680374  ,  -11.983587  ,   -2.6383853 ,
         -5.7389607 ,    2.097927  ,   -9.139615  ,    4.0742717 ,
         -9.115583  ,   12.049888  ,  -11.573999  ,    3.1153057 ,
         -2.7699282 ,    0.42209193,   -6.274026  ,   -1.6438545 ,
         -8.277818  ,   -6.585974  ,   -4.356261  ,    0.9526191 ,
         -1.337506  ,    8.01088   ,    4.673071  ,   -0.6726025 ,
          2.1062725 ,   -4.2471647 ,   -2.1089747 ,    7.415028  ,
          5.833014  ,    8.026559  ,    5.3164926 ,    2.8632395 ,
          0.94066125,    0.5583187 ,    4.095001  ,    5.11125   ],
      dtype=float32), 4, 'sad']"
3596,"[array([-3.1821771e+02,  5.1617867e+01, -3.1840281e+01,  3.6164631e+01,
       -2.5043436e+01, -8.7482834e+00, -6.9853735e+00, -1.4411800e+01,
       -6.4303722e+00, -1.5214328e-01, -2.0624971e+01,  1.2868739e+01,
       -1.6477709e+01,  9.9598732e+00, -5.8227277e+00, -6.7202516e+00,
       -3.1912746e+00, -4.6369095e+00, -1.2981904e+01,  1.6638107e+00,
       -3.5262570e+00, -6.2119703e+00,  2.1368825e+00,  1.3684970e+00,
        2.3988879e+00,  8.4293318e+00, -1.9788325e-01,  7.0600138e+00,
        4.4159613e+00,  6.6950583e+00,  1.1540907e+01,  1.1206631e+01,
        6.9412580e+00,  7.5908655e-01, -2.1759253e+00, -2.9034135e-01,
        3.0654669e+00,  3.2568622e+00,  1.5708928e+00, -1.4758505e+00],
      dtype=float32), 5, 'angry']"
3597,"[array([-4.0238770e+02,  7.2987518e+01, -1.1777841e+01,  2.3335999e+01,
       -8.1751204e+00, -5.7851439e+00, -1.6495575e+01, -4.5009589e+00,
       -1.3488841e+01,  7.6250589e-01, -1.4495490e+01,  6.6954722e+00,
       -9.5096684e+00,  3.4926181e+00, -6.9611864e+00, -2.7207594e+00,
       -2.1353526e+00,  7.4889451e-02, -6.1218534e+00,  4.0238867e+00,
       -4.4870934e+00,  1.0248294e-01, -3.8527689e+00, -8.3757198e-01,
       -1.3407279e+00,  1.4061304e+00,  1.1398035e+00,  6.5879745e+00,
        2.7988288e+00,  5.7333627e+00,  2.8592578e-01,  1.2489144e+00,
        3.2079146e+00, -1.7441304e-01,  4.9173312e+00,  2.2980042e+00,
        5.0243459e+00,  4.4713178e+00,  4.6190143e+00,  5.6022487e+00],
      dtype=float32), 7, 'disgust']"
3598,"[array([-2.7900507e+02,  5.3968437e+01, -2.8091206e+01,  2.8726025e+01,
       -2.6366665e+00, -9.5360556e+00, -1.5667203e+01,  5.4886847e+00,
       -1.5971336e+01,  8.8355684e+00, -2.3822491e+01,  4.3841686e+00,
       -4.1663046e+00,  6.4012825e-01, -3.9382770e+00, -2.5339882e+00,
       -5.7015128e+00,  6.6265130e+00, -5.6916509e+00,  1.5118671e+01,
        1.2103431e+01,  8.9898930e+00,  5.1475549e+00,  6.0382967e+00,
       -2.2281978e-01,  8.7135782e+00,  5.8622730e-01,  6.3972106e+00,
       -1.6282291e+00, -3.9325273e+00, -1.4033089e+00,  1.2200705e+00,
        1.0332265e+00, -1.8507431e+00, -4.3667903e+00, -5.0810450e-01,
        2.4684255e+00, -1.8043389e+00,  9.0838075e-01,  1.9950740e+00],
      dtype=float32), 6, 'fearful']"
3599,"[array([-309.3349    ,   47.57889   ,  -28.899374  ,   34.096485  ,
         -8.312102  ,   -7.935218  ,  -13.44242   ,   -6.626396  ,
          0.54121333,   -1.1480935 ,  -13.864569  ,   16.23506   ,
        -18.611612  ,    7.687835  ,   -7.450825  ,   -2.1425705 ,
          2.550324  ,   -1.5309482 ,   -7.154831  ,   -1.4274199 ,
        -11.111157  ,   -2.5879135 ,    2.8155406 ,    7.7942977 ,
          7.36183   ,    2.6990204 ,   -0.35087925,    4.6944304 ,
          7.647594  ,    7.671542  ,    3.6238496 ,   -1.1065172 ,
          3.1118305 ,    4.3249445 ,    6.1023736 ,    2.6007576 ,
         -4.588046  ,   -5.622189  ,   -3.351367  ,    1.5656046 ],
      dtype=float32), 3, 'happy']"
